Algorithm,nn,sim,imp,bin,shrink,norm,asymalpha,tvalpha,tvbeta,rweights,nDCGRendle2020,Recall,HR,Precision,MAP,MRR,ItemCoverage,ACLT,APLT,Gini,SEntropy,EFD,EPC,PopREO,PopRSP,Filename_Model,strat,val,h,t,thres,w,nb,nt,preposp,tr,k,CR
ItemKNNfairness,50,jaccard,,False,,,,,,,0.1125289211754085,0.1434443711697982,0.6443736730360934,0.0650743099787685,0.0738731161280694,0.1988107127342204,921.0,5.089171974522293,0.2544585987261146,0.1950065175896113,8.43286831950225,0.6376202022279699,0.0612752918329761,0.4160756737491602,0.790916870440492,ItemKNNfairness,nan,,,,,,,,interactions-items,,,1.0
ItemKNNfairness,50,cosine,,False,,,,,,,0.1031410645146896,0.1274665683338986,0.6114649681528662,0.059660297239915,0.0701430870662644,0.1936343520653384,1057.0,7.029723991507431,0.3514861995753715,0.2379787118342721,8.663478817847654,0.5915832950722266,0.0562595058179739,0.4049770481033656,0.6872078520688566,ItemKNNfairness,nan,,,,,,,,interactions-items,,,1.0
ItemKNNfairness,50,cosine,,False,,,,,,,0.1031410645146896,0.1274665683338986,0.6114649681528662,0.059660297239915,0.0701430870662644,0.1936343520653384,1057.0,7.029723991507431,0.3514861995753715,0.2379787118342721,8.663478817847654,0.5915832950722266,0.0562595058179739,0.4049770481033656,0.6872078520688566,ItemKNNfairness,nan,,,,,,,,interactions-items,,,1.0
ItemKNNfairness,250,cosine,,False,,,,,,,0.125680191106632,0.1530762667560232,0.6836518046709129,0.072452229299363,0.0840278060024268,0.2279518559438103,880.0,4.154989384288747,0.2077494692144373,0.171280757585071,8.222961348674408,0.6893986624032599,0.0664943648522599,0.5918820002361234,0.8353733974930475,ItemKNNfairness,nan,,,,,,,,interactions-items,,,1.0
ItemKNNfairness,250,cosine,,False,,,,,,,0.125680191106632,0.1530762667560232,0.6836518046709129,0.072452229299363,0.0840278060024268,0.2279518559438103,880.0,4.154989384288747,0.2077494692144373,0.171280757585071,8.222961348674408,0.6893986624032599,0.0664943648522599,0.5918820002361234,0.8353733974930475,ItemKNNfairness,nan,,,,,,,,interactions-items,,,1.0
ItemKNNfairness,250,jaccard,,False,,,,,,,0.094671419004766,0.1160583800937677,0.559447983014862,0.0585987261146496,0.0646447144104087,0.1726103838410586,1033.0,4.559447983014862,0.2279723991507431,0.2543212328410856,8.718845893014546,0.5245335503236722,0.0515454360472666,0.7405812737344644,0.8165203477226556,ItemKNNfairness,nan,,,,,,,,interactions-users,,,1.0
ItemKNNfairness,250,jaccard,,False,,,,,,,0.094671419004766,0.1160583800937677,0.559447983014862,0.0585987261146496,0.0646447144104087,0.1726103838410586,1033.0,4.559447983014862,0.2279723991507431,0.2543212328410856,8.718845893014546,0.5245335503236722,0.0515454360472666,0.7405812737344644,0.8165203477226556,ItemKNNfairness,nan,,,,,,,,interactions-users,,,1.0
ItemKNNfairness,50,jaccard,,False,,,,,,,0.0786085690908282,0.0985406865973172,0.5084925690021231,0.0479830148619957,0.0525073629269218,0.1428959239828676,1076.0,6.915074309978769,0.3457537154989384,0.332181288291824,9.123293623540343,0.4394865053903883,0.0424759015160605,0.5267120047366032,0.693811504989814,ItemKNNfairness,nan,,,,,,,,interactions-users,,,1.0
ItemKNNfairness,50,jaccard,,False,,,,,,,0.0786085690908282,0.0985406865973172,0.5084925690021231,0.0479830148619957,0.0525073629269218,0.1428959239828676,1076.0,6.915074309978769,0.3457537154989384,0.332181288291824,9.123293623540343,0.4394865053903883,0.0424759015160605,0.5267120047366032,0.693811504989814,ItemKNNfairness,nan,,,,,,,,interactions-users,,,1.0
ItemKNNfairness,250,jaccard,,False,,,,,,,0.094671419004766,0.1160583800937677,0.559447983014862,0.0585987261146496,0.0646447144104087,0.1726103838410586,1033.0,4.559447983014862,0.2279723991507431,0.2543212328410856,8.718845893014546,0.5245335503236722,0.0515454360472666,0.7405812737344644,0.8165203477226556,ItemKNNfairness,nan,,,,,,,,interactions-items,,,1.0
ItemKNNfairness,250,jaccard,,False,,,,,,,0.094671419004766,0.1160583800937677,0.559447983014862,0.0585987261146496,0.0646447144104087,0.1726103838410586,1033.0,4.559447983014862,0.2279723991507431,0.2543212328410856,8.718845893014546,0.5245335503236722,0.0515454360472666,0.7405812737344644,0.8165203477226556,ItemKNNfairness,nan,,,,,,,,interactions-items,,,1.0
ItemKNNfairness,250,cosine,,False,,,,,,,0.0911139134549371,0.1080812205851437,0.535031847133758,0.0566878980891719,0.064982452431163,0.1705230579834955,1068.0,6.035031847133758,0.3017515923566879,0.2859049046635047,8.844877350274013,0.5081502799366114,0.0495506548720385,0.7294576284016502,0.7424310967634451,ItemKNNfairness,nan,,,,,,,,interactions-users,,,1.0
ItemKNNfairness,250,cosine,,False,,,,,,,0.0911139134549371,0.1080812205851437,0.535031847133758,0.0566878980891719,0.064982452431163,0.1705230579834955,1068.0,6.035031847133758,0.3017515923566879,0.2859049046635047,8.844877350274013,0.5081502799366114,0.0495506548720385,0.7294576284016502,0.7424310967634451,ItemKNNfairness,nan,,,,,,,,interactions-users,,,1.0
ItemKNNfairness,100,jaccard,,False,,,,,,,0.0870378590101071,0.1083484835753324,0.5360934182590233,0.0532377919320594,0.0595779962648714,0.1581948482675149,1056.0,5.658174097664544,0.2829087048832271,0.2932229677651207,8.93464880765401,0.4844058503946155,0.0472911514034694,0.6296832242580964,0.7621935324435033,ItemKNNfairness,nan,,,,,,,,interactions-users,,,1.0
ItemKNNfairness,100,jaccard,,False,,,,,,,0.0870378590101071,0.1083484835753324,0.5360934182590233,0.0532377919320594,0.0595779962648714,0.1581948482675149,1056.0,5.658174097664544,0.2829087048832271,0.2932229677651207,8.93464880765401,0.4844058503946155,0.0472911514034694,0.6296832242580964,0.7621935324435033,ItemKNNfairness,nan,,,,,,,,interactions-users,,,1.0
ItemKNNfairness,50,cosine,,False,,,,,,,0.0571146125877712,0.0733816291395473,0.4235668789808917,0.0329617834394904,0.0371484208489493,0.1110959243720133,1094.0,11.733545647558389,0.5866772823779192,0.3762861403102278,9.354847282974864,0.3145224408809519,0.0297464292973252,0.3325850325164049,0.3463288208617596,ItemKNNfairness,nan,,,,,,,,interactions-users,,,1.0
ItemKNNfairness,50,cosine,,False,,,,,,,0.0571146125877712,0.0733816291395473,0.4235668789808917,0.0329617834394904,0.0371484208489493,0.1110959243720133,1094.0,11.733545647558389,0.5866772823779192,0.3762861403102278,9.354847282974864,0.3145224408809519,0.0297464292973252,0.3325850325164049,0.3463288208617596,ItemKNNfairness,nan,,,,,,,,interactions-users,,,1.0
ItemKNNfairness,100,cosine,,False,,,,,,,0.0758674397846093,0.0916115237921471,0.4872611464968153,0.0455944798301486,0.0528190639624118,0.1479095909549854,1088.0,8.813163481953291,0.4406581740976645,0.3496951627978825,9.20624601400218,0.4264002715871473,0.0410522695996237,0.5401846360817358,0.5754511450782108,ItemKNNfairness,nan,,,,,,,,interactions-users,,,1.0
ItemKNNfairness,100,cosine,,False,,,,,,,0.0758674397846093,0.0916115237921471,0.4872611464968153,0.0455944798301486,0.0528190639624118,0.1479095909549854,1088.0,8.813163481953291,0.4406581740976645,0.3496951627978825,9.20624601400218,0.4264002715871473,0.0410522695996237,0.5401846360817358,0.5754511450782108,ItemKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserKNNfairness,250,cosine,,False,,,,,,,0.1209490707268393,0.1425060785771418,0.6125265392781316,0.0673566878980891,0.0808691208509172,0.2284302395729157,491.0,0.7016985138004246,0.0350849256900212,0.0705309589447024,6.961406672010422,0.577667501288135,0.0562166360791857,0.9757163143697726,0.9754307735200964,UserKNNfairness,nan,,,,,,,,interactions-items,,,1.0
UserKNNfairness,250,cosine,,False,,,,,,,0.1209490707268393,0.1425060785771418,0.6125265392781316,0.0673566878980891,0.0808691208509172,0.2284302395729157,491.0,0.7016985138004246,0.0350849256900212,0.0705309589447024,6.961406672010422,0.577667501288135,0.0562166360791857,0.9757163143697726,0.9754307735200964,UserKNNfairness,nan,,,,,,,,interactions-items,,,1.0
UserKNNfairness,50,jaccard,,False,,,,,,,0.1138602429285189,0.1388934481359155,0.613588110403397,0.0652335456475583,0.0763848359336579,0.2023745877440095,643.0,1.6794055201698517,0.0839702760084925,0.138759246386954,7.948327725140001,0.5673297227948084,0.0556546277108762,0.8932323662512984,0.9391954882634306,UserKNNfairness,nan,,,,,,,,interactions-items,,,1.0
UserKNNfairness,50,jaccard,,False,,,,,,,0.1138602429285189,0.1388934481359155,0.613588110403397,0.0652335456475583,0.0763848359336579,0.2023745877440095,643.0,1.6794055201698517,0.0839702760084925,0.138759246386954,7.948327725140001,0.5673297227948084,0.0556546277108762,0.8932323662512984,0.9391954882634306,UserKNNfairness,nan,,,,,,,,interactions-items,,,1.0
UserKNNfairness,250,jaccard,,False,,,,,,,0.1226392080452303,0.1473429365166351,0.6231422505307855,0.0690021231422505,0.0815438592609164,0.2237064777333407,529.0,0.9076433121019108,0.0453821656050955,0.0786963875057731,7.111737526795353,0.5872497658824327,0.0572476151302866,0.9658312499701236,0.9679978982498864,UserKNNfairness,nan,,,,,,,,interactions-items,,,1.0
UserKNNfairness,250,jaccard,,False,,,,,,,0.1226392080452303,0.1473429365166351,0.6231422505307855,0.0690021231422505,0.0815438592609164,0.2237064777333407,529.0,0.9076433121019108,0.0453821656050955,0.0786963875057731,7.111737526795353,0.5872497658824327,0.0572476151302866,0.9658312499701236,0.9679978982498864,UserKNNfairness,nan,,,,,,,,interactions-items,,,1.0
UserKNNfairness,50,jaccard,,False,,,,,,,0.1138602429285189,0.1388934481359155,0.613588110403397,0.0652335456475583,0.0763848359336579,0.2023745877440095,643.0,1.6794055201698517,0.0839702760084925,0.138759246386954,7.948327725140001,0.5673297227948084,0.0556546277108762,0.8932323662512984,0.9391954882634306,UserKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserKNNfairness,50,jaccard,,False,,,,,,,0.1138602429285189,0.1388934481359155,0.613588110403397,0.0652335456475583,0.0763848359336579,0.2023745877440095,643.0,1.6794055201698517,0.0839702760084925,0.138759246386954,7.948327725140001,0.5673297227948084,0.0556546277108762,0.8932323662512984,0.9391954882634306,UserKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserKNNfairness,100,jaccard,,False,,,,,,,0.1208640374807256,0.146870910482613,0.6252653927813163,0.0682590233545647,0.0807315213075859,0.2209700577901017,553.0,1.040339702760085,0.0520169851380042,0.098923454968736,7.461679062829183,0.5886342769866004,0.0576133763339318,0.9444550315101912,0.9631534302508896,UserKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserKNNfairness,100,jaccard,,False,,,,,,,0.1208640374807256,0.146870910482613,0.6252653927813163,0.0682590233545647,0.0807315213075859,0.2209700577901017,553.0,1.040339702760085,0.0520169851380042,0.098923454968736,7.461679062829183,0.5886342769866004,0.0576133763339318,0.9444550315101912,0.9631534302508896,UserKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserKNNfairness,50,cosine,,False,,,,,,,0.1115771614741296,0.1364406967341391,0.6199575371549894,0.0628450106157112,0.0743075304772655,0.2007085631030633,615.0,1.4957537154989384,0.0747876857749469,0.1334513119505956,7.895048327188688,0.5488298380324032,0.0537752052774895,0.8809631243254474,0.9461888987473772,UserKNNfairness,nan,,,,,,,,interactions-items,,,1.0
UserKNNfairness,50,cosine,,False,,,,,,,0.1115771614741296,0.1364406967341391,0.6199575371549894,0.0628450106157112,0.0743075304772655,0.2007085631030633,615.0,1.4957537154989384,0.0747876857749469,0.1334513119505956,7.895048327188688,0.5488298380324032,0.0537752052774895,0.8809631243254474,0.9461888987473772,UserKNNfairness,nan,,,,,,,,interactions-items,,,1.0
UserKNNfairness,100,cosine,,False,,,,,,,0.1190635866149139,0.1433964734399398,0.6231422505307855,0.0671443736730361,0.0802828187234122,0.2212503810295709,519.0,0.856687898089172,0.0428343949044586,0.0917292812367497,7.356491900906292,0.580721036735325,0.0568162182791456,0.9515271341280788,0.9698466089447034,UserKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserKNNfairness,100,cosine,,False,,,,,,,0.1190635866149139,0.1433964734399398,0.6231422505307855,0.0671443736730361,0.0802828187234122,0.2212503810295709,519.0,0.856687898089172,0.0428343949044586,0.0917292812367497,7.356491900906292,0.580721036735325,0.0568162182791456,0.9515271341280788,0.9698466089447034,UserKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserKNNfairness,100,cosine,,False,,,,,,,0.1190635866149139,0.1433964734399398,0.6231422505307855,0.0671443736730361,0.0802828187234122,0.2212503810295709,519.0,0.856687898089172,0.0428343949044586,0.0917292812367497,7.356491900906292,0.580721036735325,0.0568162182791456,0.9515271341280788,0.9698466089447034,UserKNNfairness,nan,,,,,,,,interactions-items,,,1.0
UserKNNfairness,100,cosine,,False,,,,,,,0.1190635866149139,0.1433964734399398,0.6231422505307855,0.0671443736730361,0.0802828187234122,0.2212503810295709,519.0,0.856687898089172,0.0428343949044586,0.0917292812367497,7.356491900906292,0.580721036735325,0.0568162182791456,0.9515271341280788,0.9698466089447034,UserKNNfairness,nan,,,,,,,,interactions-items,,,1.0
UserKNNfairness,250,jaccard,,False,,,,,,,0.1226392080452303,0.1473429365166351,0.6231422505307855,0.0690021231422505,0.0815438592609164,0.2237064777333407,529.0,0.9076433121019108,0.0453821656050955,0.0786963875057731,7.111737526795353,0.5872497658824327,0.0572476151302866,0.9658312499701236,0.9679978982498864,UserKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserKNNfairness,250,jaccard,,False,,,,,,,0.1226392080452303,0.1473429365166351,0.6231422505307855,0.0690021231422505,0.0815438592609164,0.2237064777333407,529.0,0.9076433121019108,0.0453821656050955,0.0786963875057731,7.111737526795353,0.5872497658824327,0.0572476151302866,0.9658312499701236,0.9679978982498864,UserKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserKNNfairness,100,jaccard,,False,,,,,,,0.1208640374807256,0.146870910482613,0.6252653927813163,0.0682590233545647,0.0807315213075859,0.2209700577901017,553.0,1.040339702760085,0.0520169851380042,0.098923454968736,7.461679062829183,0.5886342769866004,0.0576133763339318,0.9444550315101912,0.9631534302508896,UserKNNfairness,nan,,,,,,,,interactions-items,,,1.0
UserKNNfairness,100,jaccard,,False,,,,,,,0.1208640374807256,0.146870910482613,0.6252653927813163,0.0682590233545647,0.0807315213075859,0.2209700577901017,553.0,1.040339702760085,0.0520169851380042,0.098923454968736,7.461679062829183,0.5886342769866004,0.0576133763339318,0.9444550315101912,0.9631534302508896,UserKNNfairness,nan,,,,,,,,interactions-items,,,1.0
UserKNNfairness,50,cosine,,False,,,,,,,0.1115771614741296,0.1364406967341391,0.6199575371549894,0.0628450106157112,0.0743075304772655,0.2007085631030633,615.0,1.4957537154989384,0.0747876857749469,0.1334513119505956,7.895048327188688,0.5488298380324032,0.0537752052774895,0.8809631243254474,0.9461888987473772,UserKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserKNNfairness,50,cosine,,False,,,,,,,0.1115771614741296,0.1364406967341391,0.6199575371549894,0.0628450106157112,0.0743075304772655,0.2007085631030633,615.0,1.4957537154989384,0.0747876857749469,0.1334513119505956,7.895048327188688,0.5488298380324032,0.0537752052774895,0.8809631243254474,0.9461888987473772,UserKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserKNNfairness,250,cosine,,False,,,,,,,0.1209490707268393,0.1425060785771418,0.6125265392781316,0.0673566878980891,0.0808691208509172,0.2284302395729157,491.0,0.7016985138004246,0.0350849256900212,0.0705309589447024,6.961406672010422,0.577667501288135,0.0562166360791857,0.9757163143697726,0.9754307735200964,UserKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserKNNfairness,250,cosine,,False,,,,,,,0.1209490707268393,0.1425060785771418,0.6125265392781316,0.0673566878980891,0.0808691208509172,0.2284302395729157,491.0,0.7016985138004246,0.0350849256900212,0.0705309589447024,6.961406672010422,0.577667501288135,0.0562166360791857,0.9757163143697726,0.9754307735200964,UserKNNfairness,nan,,,,,,,,interactions-users,,,1.0
UserANNfaissLSH,250,cosine,,False,,,,,,,0.0652609146662378,0.0783547655198905,0.4182590233545648,0.0385350318471337,0.0451070887952247,0.1298789370104025,554.0,1.5679405520169851,0.0783970276008492,0.0877881491779328,7.196203497461166,0.32369410602105,0.0308897166432352,0.9253401433818106,0.9434506716802366,UserANNfaissLSH,nan,,,,,,12.0,23.0,,,,0.9971105431367512
UserANNfaissLSH,100,cosine,,False,,,,,,,0.055791940189928,0.063338893904527,0.3768577494692144,0.0326963906581741,0.0395633127742223,0.1168207319677168,647.0,2.5042462845010616,0.125212314225053,0.1206181228396198,7.720944001522894,0.2874739952806079,0.0274683911484369,0.8380780795293058,0.906650156585328,UserANNfaissLSH,nan,,,,,,12.0,23.0,,,,0.8893622008555677
UserANNfaissLSH,50,cosine,,False,,,,,,,0.0465112931387767,0.0552348218683971,0.3503184713375796,0.0279723991507431,0.0326908131215751,0.0991163720355858,734.0,3.0552016985138004,0.15276008492569,0.1553345722270297,8.085817315175568,0.2453631893888394,0.0234563012778967,0.7641057261836008,0.8838175524949634,UserANNfaissLSH,nan,,,,,,12.0,23.0,,,,0.6576771200995307
UserANNOY,100,angular,,False,,,,,,,0.1733843103755792,0.2182372972888673,0.7484076433121019,0.0937898089171974,0.1149573698755828,0.2897698684998284,281.0,0.0881104033970276,0.0044055201698513,0.0843148334665223,7.2487681740344465,0.8283429529751853,0.081907178389827,0.9902815574742274,0.9969773625796844,UserANNOY,nan,,,,,,,,,2.0,-1.0,0.1061571125265392
UserANNOY,250,angular,,False,,,,,,,0.1576228172048731,0.201437795605472,0.7133757961783439,0.0874203821656051,0.1043636678852349,0.2595400763046836,187.0,0.0010615711252653,5.307855626326964e-05,0.0607134356918025,6.769493504546095,0.7429755646015174,0.0730465171697024,1.0,0.9999636869721232,UserANNOY,nan,,,,,,,,,2.0,-1.0,0.2653927813163482
UserANNOY,50,angular,,False,,,,,,,0.1763574770727721,0.2189164644494259,0.7622080679405521,0.0944798301486199,0.117655484757753,0.2961146253193344,402.0,0.2972399150743099,0.0148619957537154,0.1047617021075383,7.574295144724616,0.8537531476490327,0.0845214265166852,0.9521486898461232,0.9897323061783694,UserANNOY,nan,,,,,,,,,2.0,-1.0,0.0530785562632696
ItemANNOY,100,angular,,False,,,,,,,0.162453836664651,0.2066453352836955,0.7303609341825902,0.0900743099787686,0.1081034887864212,0.2678437283281399,420.0,0.4543524416135881,0.0227176220806794,0.1145856089729944,7.702669800056571,0.8182182762725324,0.0820453528902168,0.9518193156934076,0.9842227457072342,ItemANNOY,nan,,,,,,,,,3.0,-1.0,0.0741839762611275
ItemANNOY,250,angular,,False,,,,,,,0.1476419665678257,0.1843768989103066,0.7101910828025477,0.0832271762208068,0.0989358348826893,0.2528161238688787,483.0,0.5021231422505308,0.0251061571125265,0.1329513411103076,7.913648527030856,0.7633841538797852,0.0763742630393768,0.9500468982582776,0.9825360608631984,ItemANNOY,nan,,,,,,,,,3.0,-1.0,0.1854599406528189
ItemANNOY,50,angular,,False,,,,,,,0.1732620116852274,0.2152301137133981,0.7388535031847133,0.0920382165605095,0.1153843799529461,0.2911436163424144,435.0,0.5021231422505308,0.0251061571125265,0.1038191341299452,7.566175754820314,0.8507861258484657,0.0852464004302925,0.9547837442164344,0.9825360608631984,ItemANNOY,nan,,,,,,,,,3.0,-1.0,0.0370919881305638
